sh600006,2021_03_05_09:25:00,6.74,6.74,3144,"2,119,056",ÂòÅÌ
sh600006,2021_03_05_09:31:24,6.76,--,81,"54,756",ÂôÅÌ
sh600006,2021_03_05_09:31:21,6.76,-0.01,64,"43,264",ÂôÅÌ
sh600006,2021_03_05_09:31:18,6.77,0.01,475,"321,575",ÂòÅÌ
sh600006,2021_03_05_09:31:15,6.76,-0.01,39,"26,364",ÂôÅÌ
sh600006,2021_03_05_09:31:12,6.77,--,74,"50,098",ÂôÅÌ
sh600006,2021_03_05_09:31:09,6.77,--,69,"46,713",ÂôÅÌ
sh600006,2021_03_05_09:31:06,6.77,--,1059,"716,943",ÂôÅÌ
sh600006,2021_03_05_09:30:48,6.77,-0.02,267,"180,759",ÂôÅÌ
sh600006,2021_03_05_09:30:45,6.79,0.01,2,"1,358",ÂòÅÌ
sh600006,2021_03_05_09:30:42,6.78,--,271,"183,738",ÂôÅÌ
sh600006,2021_03_05_09:30:39,6.78,0.01,46,"31,188",ÂòÅÌ
sh600006,2021_03_05_09:30:36,6.77,--,12,"8,124",ÖÐÐÔÅÌ
sh600006,2021_03_05_09:30:33,6.77,--,79,"53,483",ÂòÅÌ
sh600006,2021_03_05_09:30:30,6.77,0.01,84,"56,868",ÂòÅÌ
sh600006,2021_03_05_09:30:27,6.76,0.01,169,"114,244",ÂòÅÌ
sh600006,2021_03_05_09:30:24,6.75,0.01,529,"357,075",ÂòÅÌ
sh600006,2021_03_05_09:30:21,6.74,0.01,438,"295,212",ÂòÅÌ
sh600006,2021_03_05_09:30:18,6.73,-0.01,566,"380,918",ÂôÅÌ
sh600006,2021_03_05_09:30:15,6.74,0.01,142,"95,708",ÂòÅÌ
sh600006,2021_03_05_09:30:12,6.73,0.01,700,"471,100",ÂòÅÌ
sh600006,2021_03_05_09:30:09,6.72,-0.02,1108,"744,576",ÂôÅÌ
sh600006,2021_03_05_09:30:06,6.74,--,1460,"984,040",ÂòÅÌ
sh600006,2021_03_05_09:30:03,6.74,6.74,1194,"804,756",ÂòÅÌ
sh600006,2021_03_05_09:34:39,6.79,-0.01,221,"150,059",ÂôÅÌ
sh600006,2021_03_05_09:34:36,6.80,0.01,33,"22,440",ÂòÅÌ
sh600006,2021_03_05_09:34:33,6.79,--,78,"52,962",ÂòÅÌ
sh600006,2021_03_05_09:34:30,6.79,--,108,"73,332",ÂòÅÌ
sh600006,2021_03_05_09:34:27,6.79,--,83,"56,357",ÖÐÐÔÅÌ
sh600006,2021_03_05_09:34:24,6.79,--,79,"53,641",ÂôÅÌ
sh600006,2021_03_05_09:34:21,6.79,-0.01,184,"124,936",ÂôÅÌ
sh600006,2021_03_05_09:34:18,6.80,0.01,94,"63,920",ÂòÅÌ
sh600006,2021_03_05_09:34:15,6.79,-0.01,567,"384,993",ÂôÅÌ
sh600006,2021_03_05_09:34:12,6.80,--,58,"39,440",ÂôÅÌ
sh600006,2021_03_05_09:34:09,6.80,-0.01,125,"85,000",ÂôÅÌ
sh600006,2021_03_05_09:34:06,6.81,--,275,"187,275",ÂòÅÌ
sh600006,2021_03_05_09:34:03,6.81,--,30,"20,430",ÂòÅÌ
sh600006,2021_03_05_09:34:00,6.81,--,448,"305,088",ÂòÅÌ
sh600006,2021_03_05_09:33:57,6.81,--,566,"385,446",ÂòÅÌ
sh600006,2021_03_05_09:33:54,6.81,--,50,"34,050",ÂòÅÌ
sh600006,2021_03_05_09:33:51,6.81,0.01,2,"1,362",ÂòÅÌ
sh600006,2021_03_05_09:33:48,6.80,-0.01,71,"48,280",ÂòÅÌ
sh600006,2021_03_05_09:33:45,6.81,--,530,"360,930",ÂòÅÌ
sh600006,2021_03_05_09:33:42,6.81,0.01,13,"8,853",ÖÐÐÔÅÌ
sh600006,2021_03_05_09:33:39,6.80,--,317,"215,560",ÂòÅÌ
sh600006,2021_03_05_09:33:36,6.80,--,76,"51,680",ÂòÅÌ
sh600006,2021_03_05_09:33:33,6.80,--,212,"144,160",ÂòÅÌ
