sh600022,2021_03_05_09:25:00,1.58,1.58,40340,"6,373,720",ÂòÅÌ
sh600022,2021_03_05_09:32:24,1.58,--,1417,"223,886",ÂòÅÌ
sh600022,2021_03_05_09:32:21,1.58,--,3298,"521,084",ÂòÅÌ
sh600022,2021_03_05_09:32:18,1.58,--,1652,"261,016",ÂòÅÌ
sh600022,2021_03_05_09:32:15,1.58,0.01,1308,"206,664",ÂòÅÌ
sh600022,2021_03_05_09:32:12,1.57,--,1810,"284,170",ÂôÅÌ
sh600022,2021_03_05_09:32:09,1.57,--,1263,"198,291",ÂôÅÌ
sh600022,2021_03_05_09:32:06,1.57,--,1030,"161,710",ÂôÅÌ
sh600022,2021_03_05_09:32:03,1.57,--,3011,"472,727",ÂôÅÌ
sh600022,2021_03_05_09:32:00,1.57,-0.01,4682,"735,074",ÂôÅÌ
sh600022,2021_03_05_09:31:57,1.58,--,3685,"582,230",ÂòÅÌ
sh600022,2021_03_05_09:31:54,1.58,0.01,1285,"203,030",ÂòÅÌ
sh600022,2021_03_05_09:31:51,1.57,--,1101,"172,857",ÂôÅÌ
sh600022,2021_03_05_09:31:48,1.57,-0.01,8173,"1,283,161",ÂôÅÌ
sh600022,2021_03_05_09:31:45,1.58,--,3646,"576,068",ÂòÅÌ
sh600022,2021_03_05_09:31:42,1.58,--,3440,"543,520",ÂòÅÌ
sh600022,2021_03_05_09:31:39,1.58,--,893,"141,094",ÂòÅÌ
sh600022,2021_03_05_09:31:36,1.58,--,5294,"836,452",ÂòÅÌ
sh600022,2021_03_05_09:31:33,1.58,--,8084,"1,277,272",ÂòÅÌ
sh600022,2021_03_05_09:31:30,1.58,--,1496,"236,368",ÂòÅÌ
sh600022,2021_03_05_09:31:27,1.58,-0.01,2543,"401,846",ÂôÅÌ
sh600022,2021_03_05_09:31:24,1.59,0.01,4820,"766,380",ÂòÅÌ
sh600022,2021_03_05_09:31:21,1.58,--,6511,"1,028,738",ÂôÅÌ
sh600022,2021_03_05_09:31:18,1.58,--,1814,"286,612",ÂôÅÌ
sh600022,2021_03_05_09:31:15,1.58,-0.01,1407,"222,306",ÂôÅÌ
sh600022,2021_03_05_09:31:12,1.59,--,2936,"466,824",ÂòÅÌ
sh600022,2021_03_05_09:31:09,1.59,--,3506,"557,454",ÂòÅÌ
sh600022,2021_03_05_09:31:06,1.59,0.01,8655,"1,376,199",ÂòÅÌ
sh600022,2021_03_05_09:30:48,1.58,--,3971,"627,418",ÂôÅÌ
sh600022,2021_03_05_09:30:45,1.58,-0.01,3334,"526,864",ÂôÅÌ
sh600022,2021_03_05_09:30:42,1.59,0.01,11124,"1,768,716",ÂòÅÌ
sh600022,2021_03_05_09:30:39,1.58,--,3698,"584,377",ÂôÅÌ
sh600022,2021_03_05_09:30:36,1.58,--,726,"114,800",ÂôÅÌ
sh600022,2021_03_05_09:30:33,1.58,--,1927,"304,466",ÂôÅÌ
sh600022,2021_03_05_09:30:30,1.58,-0.01,4903,"774,766",ÂôÅÌ
sh600022,2021_03_05_09:30:27,1.59,0.01,1722,"273,930",ÂòÅÌ
sh600022,2021_03_05_09:30:24,1.58,--,2048,"323,677",ÂôÅÌ
sh600022,2021_03_05_09:30:21,1.58,--,1547,"244,518",ÂôÅÌ
sh600022,2021_03_05_09:30:18,1.58,--,3217,"508,286",ÂòÅÌ
sh600022,2021_03_05_09:30:15,1.58,0.01,6103,"964,366",ÂòÅÌ
sh600022,2021_03_05_09:30:12,1.57,-0.01,8866,"1,391,962",ÂôÅÌ
sh600022,2021_03_05_09:30:08,1.58,--,13796,"2,179,860",ÂòÅÌ
sh600022,2021_03_05_09:30:06,1.58,--,20587,"3,252,746",ÂòÅÌ
sh600022,2021_03_05_09:30:03,1.58,1.58,17038,"2,692,004",ÂòÅÌ
sh600022,2021_03_05_09:36:06,1.56,--,1467,"228,852",ÂòÅÌ
sh600022,2021_03_05_09:36:03,1.56,--,2999,"467,844",ÂòÅÌ
sh600022,2021_03_05_09:36:00,1.56,--,147,"22,932",ÂòÅÌ
sh600022,2021_03_05_09:35:57,1.56,--,3682,"574,392",ÂôÅÌ
sh600022,2021_03_05_09:35:54,1.56,--,9013,"1,406,028",ÂôÅÌ
