sh600009,2021_03_05_09:25:10,59.50,59.5,1416,"8,425,200",ÂòÅÌ
sh600009,2021_03_05_09:31:36,59.43,0.01,60,"356,580",ÖÐÐÔÅÌ
sh600009,2021_03_05_09:31:33,59.42,--,123,"730,866",ÂòÅÌ
sh600009,2021_03_05_09:31:30,59.42,-0.04,34,"202,028",ÖÐÐÔÅÌ
sh600009,2021_03_05_09:31:27,59.46,0.01,82,"487,572",ÂòÅÌ
sh600009,2021_03_05_09:31:24,59.45,0.03,77,"457,765",ÂòÅÌ
sh600009,2021_03_05_09:31:21,59.42,-0.11,393,"2,335,206",ÂôÅÌ
sh600009,2021_03_05_09:31:18,59.53,0.1,42,"250,026",ÂòÅÌ
sh600009,2021_03_05_09:31:15,59.43,-0.03,61,"362,523",ÂôÅÌ
sh600009,2021_03_05_09:31:12,59.46,0.01,120,"713,520",ÂòÅÌ
sh600009,2021_03_05_09:31:09,59.45,-0.01,57,"338,865",ÖÐÐÔÅÌ
sh600009,2021_03_05_09:31:06,59.46,0.01,184,"1,094,064",ÂòÅÌ
sh600009,2021_03_05_09:31:03,59.45,-0.01,675,"4,012,875",ÖÐÐÔÅÌ
sh600009,2021_03_05_09:30:45,59.46,--,85,"505,410",ÂôÅÌ
sh600009,2021_03_05_09:30:42,59.46,--,70,"416,220",ÂôÅÌ
sh600009,2021_03_05_09:30:39,59.46,--,40,"237,840",ÂôÅÌ
sh600009,2021_03_05_09:30:36,59.46,-0.07,123,"731,358",ÂôÅÌ
sh600009,2021_03_05_09:30:33,59.53,0.07,96,"571,488",ÂòÅÌ
sh600009,2021_03_05_09:30:30,59.46,0.06,33,"196,218",ÂòÅÌ
sh600009,2021_03_05_09:30:27,59.40,0.02,38,"225,720",ÂòÅÌ
sh600009,2021_03_05_09:30:24,59.38,-0.03,205,"1,217,290",ÂôÅÌ
sh600009,2021_03_05_09:30:21,59.41,-0.07,87,"516,867",ÂôÅÌ
sh600009,2021_03_05_09:30:18,59.48,0.07,364,"2,165,072",ÖÐÐÔÅÌ
sh600009,2021_03_05_09:30:15,59.41,-0.07,244,"1,449,604",ÂôÅÌ
sh600009,2021_03_05_09:30:12,59.48,0.04,248,"1,475,104",ÂòÅÌ
sh600009,2021_03_05_09:30:09,59.44,-0.04,601,"3,572,344",ÂôÅÌ
sh600009,2021_03_05_09:30:06,59.48,--,834,"4,960,632",ÂòÅÌ
sh600009,2021_03_05_09:30:03,59.48,--,510,"3,033,480",ÂòÅÌ
sh600009,2021_03_05_09:30:00,59.48,59.48,36,"214,128",ÂòÅÌ
sh600009,2021_03_05_09:34:48,59.47,-0.01,10,"59,470",ÂôÅÌ
sh600009,2021_03_05_09:34:45,59.48,--,43,"255,764",ÂòÅÌ
sh600009,2021_03_05_09:34:42,59.48,--,51,"303,348",ÖÐÐÔÅÌ
