sh600026,2021_03_05_09:30:26,6.44,--,417,"268,548",ÂôÅÌ
sh600026,2021_03_05_09:30:23,6.44,-0.01,349,"224,756",ÂôÅÌ
sh600026,2021_03_05_09:30:20,6.45,--,215,"138,675",ÂòÅÌ
sh600026,2021_03_05_09:30:17,6.45,--,356,"229,620",ÂòÅÌ
sh600026,2021_03_05_09:30:14,6.45,0.02,551,"355,395",ÂòÅÌ
sh600026,2021_03_05_09:30:11,6.43,-0.01,291,"187,113",ÂôÅÌ
sh600026,2021_03_05_09:30:08,6.44,--,276,"177,744",ÂòÅÌ
sh600026,2021_03_05_09:30:05,6.44,0.01,643,"414,092",ÂòÅÌ
sh600026,2021_03_05_09:30:02,6.43,-0.02,208,"133,744",ÂôÅÌ
sh600026,2021_03_05_09:25:00,6.45,6.45,1536,"990,720",ÂòÅÌ
sh600026,2021_03_05_09:35:53,6.51,--,36,"23,436",ÂòÅÌ
sh600026,2021_03_05_09:35:50,6.51,0.01,50,"32,550",ÂòÅÌ
sh600026,2021_03_05_09:35:47,6.50,--,106,"68,900",ÂôÅÌ
sh600026,2021_03_05_09:35:44,6.50,--,160,"104,000",ÂôÅÌ
sh600026,2021_03_05_09:35:41,6.50,--,117,"76,050",ÂòÅÌ
sh600026,2021_03_05_09:35:38,6.50,--,364,"236,600",ÂòÅÌ
sh600026,2021_03_05_09:35:35,6.50,--,97,"63,050",ÂòÅÌ
sh600026,2021_03_05_09:35:32,6.50,0.01,101,"65,650",ÂòÅÌ
sh600026,2021_03_05_09:35:29,6.49,-0.01,311,"201,839",ÂôÅÌ
sh600026,2021_03_05_09:35:26,6.50,0.01,581,"377,650",ÂòÅÌ
sh600026,2021_03_05_09:35:23,6.49,-0.01,86,"55,814",ÂôÅÌ
sh600026,2021_03_05_09:35:20,6.50,0.01,50,"32,500",ÂòÅÌ
sh600026,2021_03_05_09:35:17,6.49,-0.01,15,"9,735",ÂôÅÌ
sh600026,2021_03_05_09:35:14,6.50,0.01,77,"50,050",ÂòÅÌ
sh600026,2021_03_05_09:35:11,6.49,--,37,"24,013",ÂôÅÌ
sh600026,2021_03_05_09:35:08,6.49,-0.01,156,"101,244",ÂôÅÌ
sh600026,2021_03_05_09:35:05,6.50,--,309,"200,850",ÂòÅÌ
sh600026,2021_03_05_09:35:02,6.50,--,48,"31,200",ÂòÅÌ
sh600026,2021_03_05_09:34:59,6.50,--,1,650,ÂòÅÌ
sh600026,2021_03_05_09:34:56,6.50,0.02,36,"23,400",ÂòÅÌ
sh600026,2021_03_05_09:34:53,6.48,-0.01,19,"12,312",ÂôÅÌ
sh600026,2021_03_05_09:34:50,6.49,--,186,"120,714",ÂôÅÌ
sh600026,2021_03_05_09:34:41,6.49,-0.01,25,"16,225",ÂôÅÌ
sh600026,2021_03_05_09:34:38,6.50,0.01,7,"4,550",ÂòÅÌ
sh600026,2021_03_05_09:34:35,6.49,-0.01,238,"154,462",ÂôÅÌ
sh600026,2021_03_05_09:34:32,6.50,-0.01,137,"89,050",ÂôÅÌ
sh600026,2021_03_05_09:34:29,6.51,--,106,"69,006",ÂòÅÌ
sh600026,2021_03_05_09:34:26,6.51,0.01,62,"40,362",ÂòÅÌ
sh600026,2021_03_05_09:34:23,6.50,--,5,"3,250",ÂôÅÌ
sh600026,2021_03_05_09:34:20,6.50,-0.01,11,"7,150",ÂôÅÌ
sh600026,2021_03_05_09:34:17,6.51,0.01,49,"31,899",ÂòÅÌ
sh600026,2021_03_05_09:34:14,6.50,0.01,17,"11,050",ÂòÅÌ
sh600026,2021_03_05_09:34:11,6.49,-0.01,130,"84,370",ÂôÅÌ
sh600026,2021_03_05_09:34:08,6.50,0.01,166,"107,900",ÂòÅÌ
sh600026,2021_03_05_09:34:05,6.49,-0.01,62,"40,238",ÂôÅÌ
sh600026,2021_03_05_09:34:02,6.50,0.02,65,"42,250",ÂòÅÌ
sh600026,2021_03_05_09:33:59,6.48,-0.01,318,"206,064",ÂôÅÌ
sh600026,2021_03_05_09:33:56,6.49,--,101,"65,549",ÂôÅÌ
sh600026,2021_03_05_09:33:53,6.49,-0.01,183,"118,767",ÂôÅÌ
sh600026,2021_03_05_09:33:50,6.50,--,2,"1,300",ÂòÅÌ
sh600026,2021_03_05_09:33:47,6.50,0.01,73,"47,450",ÖÐÐÔÅÌ
sh600026,2021_03_05_09:33:44,6.49,-0.02,1344,"872,256",ÂôÅÌ
sh600026,2021_03_05_09:33:41,6.51,-0.01,122,"79,422",ÂôÅÌ
sh600026,2021_03_05_09:33:38,6.52,--,68,"44,336",ÂòÅÌ
sh600026,2021_03_05_09:33:35,6.52,--,15,"9,780",ÂòÅÌ
sh600026,2021_03_05_09:33:32,6.52,0.02,100,"65,200",ÂòÅÌ
sh600026,2021_03_05_09:33:29,6.50,-0.01,437,"284,050",ÂôÅÌ
sh600026,2021_03_05_09:33:26,6.51,--,144,"93,744",ÂôÅÌ
