sh600011,2021_03_05_09:25:00,4.36,4.36,15689,"6,840,404",ÂòÅÌ
sh600011,2021_03_05_09:32:17,4.31,-0.01,1313,"565,903",ÂôÅÌ
sh600011,2021_03_05_09:32:14,4.32,0.01,564,"243,648",ÂòÅÌ
sh600011,2021_03_05_09:32:11,4.31,--,193,"83,183",ÂôÅÌ
sh600011,2021_03_05_09:32:08,4.31,--,610,"262,910",ÂòÅÌ
sh600011,2021_03_05_09:32:05,4.31,--,601,"259,031",ÂôÅÌ
sh600011,2021_03_05_09:32:02,4.31,--,286,"123,266",ÂòÅÌ
sh600011,2021_03_05_09:31:59,4.31,0.01,191,"82,321",ÂòÅÌ
sh600011,2021_03_05_09:31:56,4.30,--,1003,"431,290",ÂôÅÌ
sh600011,2021_03_05_09:31:53,4.30,0.01,1023,"439,890",ÂòÅÌ
sh600011,2021_03_05_09:31:50,4.29,--,115,"49,335",ÂôÅÌ
sh600011,2021_03_05_09:31:47,4.29,--,307,"131,703",ÂòÅÌ
sh600011,2021_03_05_09:31:44,4.29,0.01,122,"52,338",ÂòÅÌ
sh600011,2021_03_05_09:31:41,4.28,--,940,"402,320",ÂôÅÌ
sh600011,2021_03_05_09:31:38,4.28,--,396,"169,488",ÂôÅÌ
sh600011,2021_03_05_09:31:35,4.28,-0.01,603,"258,084",ÖÐÐÔÅÌ
sh600011,2021_03_05_09:31:32,4.29,0.01,1175,"504,075",ÂòÅÌ
sh600011,2021_03_05_09:31:29,4.28,--,189,"80,892",ÂôÅÌ
sh600011,2021_03_05_09:31:26,4.28,--,1163,"497,764",ÂòÅÌ
sh600011,2021_03_05_09:31:23,4.28,-0.01,1431,"612,468",ÂôÅÌ
sh600011,2021_03_05_09:31:20,4.29,0.01,479,"205,491",ÂòÅÌ
sh600011,2021_03_05_09:31:17,4.28,--,559,"239,252",ÂòÅÌ
sh600011,2021_03_05_09:31:14,4.28,--,972,"416,016",ÂòÅÌ
sh600011,2021_03_05_09:31:11,4.28,--,473,"202,444",ÂòÅÌ
sh600011,2021_03_05_09:31:08,4.28,--,1003,"429,284",ÂòÅÌ
sh600011,2021_03_05_09:31:05,4.28,--,257,"109,996",ÂòÅÌ
sh600011,2021_03_05_09:31:03,4.28,--,4355,"1,863,940",ÂòÅÌ
sh600011,2021_03_05_09:30:47,4.28,--,389,"166,492",ÂôÅÌ
sh600011,2021_03_05_09:30:44,4.28,--,2247,"961,716",ÂôÅÌ
sh600011,2021_03_05_09:30:41,4.28,0.01,579,"247,812",ÂòÅÌ
sh600011,2021_03_05_09:30:38,4.27,-0.01,2111,"901,397",ÂôÅÌ
sh600011,2021_03_05_09:30:35,4.28,0.01,1160,"496,480",ÂòÅÌ
sh600011,2021_03_05_09:30:32,4.27,-0.01,492,"210,084",ÂôÅÌ
sh600011,2021_03_05_09:30:29,4.28,-0.01,1142,"488,776",ÂôÅÌ
sh600011,2021_03_05_09:30:26,4.29,-0.01,348,"149,292",ÂôÅÌ
sh600011,2021_03_05_09:30:23,4.30,-0.01,1628,"700,040",ÂôÅÌ
sh600011,2021_03_05_09:30:20,4.31,-0.02,3156,"1,360,236",ÂôÅÌ
sh600011,2021_03_05_09:30:17,4.33,--,451,"195,283",ÂòÅÌ
sh600011,2021_03_05_09:30:14,4.33,-0.01,564,"244,212",ÂòÅÌ
sh600011,2021_03_05_09:30:11,4.34,--,1436,"623,224",ÂòÅÌ
sh600011,2021_03_05_09:30:08,4.34,-0.01,1421,"616,714",ÖÐÐÔÅÌ
sh600011,2021_03_05_09:30:05,4.35,--,8494,"3,694,890",ÂòÅÌ
sh600011,2021_03_05_09:30:02,4.35,4.35,17957,"7,811,295",ÂòÅÌ
sh600011,2021_03_05_09:35:56,4.27,--,462,"197,274",ÂòÅÌ
sh600011,2021_03_05_09:35:53,4.27,0.01,2580,"1,101,660",ÂòÅÌ
sh600011,2021_03_05_09:35:50,4.26,--,346,"147,396",ÂôÅÌ
sh600011,2021_03_05_09:35:47,4.26,--,410,"174,660",ÂôÅÌ
sh600011,2021_03_05_09:35:44,4.26,--,442,"188,292",ÂôÅÌ
sh600011,2021_03_05_09:35:41,4.26,-0.01,259,"110,334",ÂôÅÌ
sh600011,2021_03_05_09:35:38,4.27,0.01,62,"26,474",ÂòÅÌ
sh600011,2021_03_05_09:35:35,4.26,--,58,"24,708",ÂôÅÌ
sh600011,2021_03_05_09:35:32,4.26,--,363,"154,638",ÂôÅÌ
sh600011,2021_03_05_09:35:29,4.26,-0.01,157,"66,882",ÂôÅÌ
sh600011,2021_03_05_09:35:26,4.27,--,32,"13,664",ÂòÅÌ
sh600011,2021_03_05_09:35:23,4.27,--,37,"15,799",ÂòÅÌ
sh600011,2021_03_05_09:35:20,4.27,--,142,"60,634",ÂòÅÌ
sh600011,2021_03_05_09:35:17,4.27,--,47,"20,069",ÂòÅÌ
